module,resource_key,arabic_name,english_name,current_route,current_status,target_classification,target_parent_or_resource,remain_navigable,own_persistence,priority,reason
purchases,purchases_supplier_debit_notes,"إشعارات خصم الموردين","Supplier Debit Notes","/admin/purchases/supplier-debit-notes [admin.purchases.supplier-debit-notes.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Supplier Debit / Credit Note",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
purchases,purchases_supplier_credit_notes,"إشعارات إضافة الموردين","Supplier Credit Notes","/admin/purchases/supplier-credit-notes [admin.purchases.supplier-credit-notes.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Supplier Debit / Credit Note",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
purchases,purchases_supplier_contracts,"عقود الموردين","Supplier Contracts","/admin/purchases/supplier-contracts [admin.purchases.supplier-contracts.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Supplier Master / Commercial Agreement",false,false,P2,"Subordinate data for Supplier Master / Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
purchases,purchases_supplier_contract_milestones,"مراحل عقود الموردين","Supplier Contract Milestones","/admin/purchases/supplier-contract-milestones [admin.purchases.supplier-contract-milestones.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Supplier Master / Commercial Agreement",false,false,P2,"Subordinate data for Supplier Master / Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
purchases,purchases_supplier_evaluation,"تقييم الموردين","Supplier Evaluation","/admin/purchases/supplier-evaluation [admin.purchases.supplier-evaluation.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Supplier Master / Commercial Agreement",false,false,P2,"Subordinate data for Supplier Master / Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
purchases,purchases_supplier_price_lists,"قوائم أسعار الموردين","Supplier Price Lists","/admin/purchases/supplier-price-lists [admin.purchases.supplier-price-lists.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Supplier Master / Commercial Agreement",false,false,P2,"Subordinate data for Supplier Master / Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
purchases,purchases_supplier_product_catalog,"دليل منتجات الموردين","Supplier Product Catalog","/admin/purchases/supplier-product-catalog [admin.purchases.supplier-product-catalog.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Supplier Master / Commercial Agreement",false,false,P2,"Subordinate data for Supplier Master / Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
purchases,purchases_supplier_attachments,"مرفقات الموردين","Supplier Attachments","/admin/purchases/supplier-attachments [admin.purchases.supplier-attachments.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Supplier Master / Commercial Agreement",false,false,P2,"Subordinate data for Supplier Master / Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
purchases,purchases_supplier_complaints,"شكاوى الموردين","Supplier Complaints","/admin/purchases/supplier-complaints [admin.purchases.supplier-complaints.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Supplier issue management",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
purchases,purchases_external_service_purchase_orders,"أوامر شراء الخدمات الخارجية","External Service Purchase Orders","/admin/purchases/external-service-purchase-orders [admin.purchases.external-service-purchase-orders.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Purchase Order with type/policy",false,false,P2,"Responsibility is canonically owned by Purchase Order with type/policy; a second resource would split traceability and permissions."
purchases,purchases_direct_production_purchases,"مشتريات الإنتاج المباشرة","Direct Production Purchases","/admin/purchases/direct-production-purchases [admin.purchases.direct-production-purchases.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Purchase Order with type/policy",false,false,P2,"Responsibility is canonically owned by Purchase Order with type/policy; a second resource would split traceability and permissions."
purchases,purchases_emergency_purchases,"المشتريات الطارئة","Emergency Purchases","/admin/purchases/emergency-purchases [admin.purchases.emergency-purchases.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Purchase Order with type/policy",false,false,P2,"Responsibility is canonically owned by Purchase Order with type/policy; a second resource would split traceability and permissions."
inventory,inventory_warehouses,المستودعات,Warehouses,"/admin/inventory/warehouses [admin.inventory.warehouses.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Warehouse / Store Master",true,true,P0,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
inventory,inventory_warehouse_locations,"مواقع المخازن","Warehouse Locations","/admin/inventory/warehouse-locations [admin.inventory.warehouse-locations.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Warehouse / Store Master",false,false,P1,"Subordinate data for Warehouse / Store Master; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
inventory,inventory_warehouse_zones,"مناطق المخازن","Warehouse Zones","/admin/inventory/warehouse-zones [admin.inventory.warehouse-zones.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Warehouse / Store Master",false,false,P1,"Subordinate data for Warehouse / Store Master; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
inventory,inventory_warehouse_bins,"خانات المخازن","Warehouse Bins","/admin/inventory/warehouse-bins [admin.inventory.warehouse-bins.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Warehouse / Store Master",false,false,P1,"Subordinate data for Warehouse / Store Master; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
inventory,inventory_stock_receipts,"إيصالات المخزون","Stock Receipts","/admin/inventory/stock-receipts [admin.inventory.stock-receipts.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Source-linked Inventory Receipt",true,true,P0,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
inventory,inventory_goods_receipt_posting,"ترحيل استلام البضاعة","Goods Receipt Posting","/admin/inventory/goods-receipt-posting [admin.inventory.goods-receipt-posting.index]",UI_SHELL_ONLY_EMPTY_DATASET,WORKFLOW_ACTION,"Goods Receipt",false,false,P0,"This changes state or generates a downstream document from Goods Receipt; persist an audited transition/event, not a standalone CRUD resource."
inventory,inventory_material_issue_vouchers,"أذون صرف الخامات","Material Issue Vouchers","/admin/inventory/material-issue-vouchers [admin.inventory.material-issue-vouchers.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Material Issue",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_material_return_vouchers,"أذون مرتجع الخامات","Material Return Vouchers","/admin/inventory/material-return-vouchers [admin.inventory.material-return-vouchers.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Material Return",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_inventory_transfer_requests,"طلبات تحويل المخزون","Inventory Transfer Requests","/admin/inventory/inventory-transfer-requests [admin.inventory.inventory-transfer-requests.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Inventory Transfer Request",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_inventory_transfer_vouchers,"أذون تحويل المخزون","Inventory Transfer Vouchers","/admin/inventory/inventory-transfer-vouchers [admin.inventory.inventory-transfer-vouchers.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Inventory Transfer",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_store_to_store_transfers,"تحويلات مخزن إلى مخزن","Store-to-Store Transfers","/admin/inventory/store-to-store-transfers [admin.inventory.store-to-store-transfers.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Inventory Transfer",false,false,P0,"Responsibility is canonically owned by Inventory Transfer; a second resource would split traceability and permissions."
inventory,inventory_branch_to_branch_transfers,"تحويلات فرع إلى فرع","Branch-to-Branch Transfers","/admin/inventory/branch-to-branch-transfers [admin.inventory.branch-to-branch-transfers.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Inventory Transfer",false,false,P0,"Responsibility is canonically owned by Inventory Transfer; a second resource would split traceability and permissions."
inventory,inventory_hall_transfers,"تحويلات الصالات","Hall Transfers","/admin/inventory/hall-transfers [admin.inventory.hall-transfers.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Inventory Transfer",false,false,P0,"Responsibility is canonically owned by Inventory Transfer; a second resource would split traceability and permissions."
inventory,inventory_location_transfers,"تحويلات المواقع","Location Transfers","/admin/inventory/location-transfers [admin.inventory.location-transfers.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Inventory Transfer",false,false,P0,"Responsibility is canonically owned by Inventory Transfer; a second resource would split traceability and permissions."
inventory,inventory_stock_adjustments,"تسويات المخزون","Stock Adjustments","/admin/inventory/stock-adjustments [admin.inventory.stock-adjustments.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Stock Adjustment",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_adjustment_in,"تسوية بالزيادة","Adjustment In","/admin/inventory/adjustment-in [admin.inventory.adjustment-in.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Stock Adjustment with direction",false,false,P1,"Responsibility is canonically owned by Stock Adjustment with direction; a second resource would split traceability and permissions."
inventory,inventory_adjustment_out,"تسوية بالنقص","Adjustment Out","/admin/inventory/adjustment-out [admin.inventory.adjustment-out.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Stock Adjustment with direction",false,false,P1,"Responsibility is canonically owned by Stock Adjustment with direction; a second resource would split traceability and permissions."
inventory,inventory_stock_count_plans,"خطط الجرد","Stock Count Plans","/admin/inventory/stock-count-plans [admin.inventory.stock-count-plans.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Stock Count Plan",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_stock_count_sheets,"أوراق الجرد","Stock Count Sheets","/admin/inventory/stock-count-sheets [admin.inventory.stock-count-sheets.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Stock Count Plan / Count Session",false,false,P1,"Subordinate data for Stock Count Plan / Count Session; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
inventory,inventory_stock_count_entry,"إدخال الجرد","Stock Count Entry","/admin/inventory/stock-count-entry [admin.inventory.stock-count-entry.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Stock Count Plan / Count Session",false,false,P1,"Subordinate data for Stock Count Plan / Count Session; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
inventory,inventory_stock_count_differences,"فروق الجرد","Stock Count Differences","/admin/inventory/stock-count-differences [admin.inventory.stock-count-differences.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Stock Count Plan / Count Session",false,false,P1,"Subordinate data for Stock Count Plan / Count Session; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
inventory,inventory_stock_count_approval,"اعتماد الجرد","Stock Count Approval","/admin/inventory/stock-count-approval [admin.inventory.stock-count-approval.index]",UI_SHELL_ONLY_EMPTY_DATASET,WORKFLOW_ACTION,"Stock Count Session",false,false,P1,"This changes state or generates a downstream document from Stock Count Session; persist an audited transition/event, not a standalone CRUD resource."
inventory,inventory_inventory_reservations,"حجوزات المخزون","Inventory Reservations","/admin/inventory/inventory-reservations [admin.inventory.inventory-reservations.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Inventory Reservation",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_reservation_release,"فك حجز المخزون","Reservation Release","/admin/inventory/reservation-release [admin.inventory.reservation-release.index]",UI_SHELL_ONLY_EMPTY_DATASET,WORKFLOW_ACTION,"Inventory Reservation",false,false,P0,"This changes state or generates a downstream document from Inventory Reservation; persist an audited transition/event, not a standalone CRUD resource."
inventory,inventory_batch_lot_definitions,"تعريفات التشغيلات / اللوطات","Batch / Lot Definitions","/admin/inventory/batch-lot-definitions [admin.inventory.batch-lot-definitions.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Lot / Batch traceability generated by receipts",true,true,P0,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
inventory,inventory_batch_receipt,"استلام التشغيلات","Batch Receipt","/admin/inventory/batch-receipt [admin.inventory.batch-receipt.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Source-linked receipt/issue with lot allocation",false,false,P0,"Responsibility is canonically owned by Source-linked receipt/issue with lot allocation; a second resource would split traceability and permissions."
inventory,inventory_batch_issue,"صرف التشغيلات","Batch Issue","/admin/inventory/batch-issue [admin.inventory.batch-issue.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Source-linked receipt/issue with lot allocation",false,false,P0,"Responsibility is canonically owned by Source-linked receipt/issue with lot allocation; a second resource would split traceability and permissions."
inventory,inventory_serial_number_tracking,"تتبع الأرقام المسلسلة","Serial Number Tracking","/admin/inventory/serial-number-tracking [admin.inventory.serial-number-tracking.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_expiry_tracking,"تتبع الصلاحية","Expiry Tracking","/admin/inventory/expiry-tracking [admin.inventory.expiry-tracking.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_quarantine_stock,"مخزون الحجر","Quarantine Stock","/admin/inventory/quarantine-stock [admin.inventory.quarantine-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_quality_hold_stock,"مخزون موقوف للجودة","Quality Hold Stock","/admin/inventory/quality-hold-stock [admin.inventory.quality-hold-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_released_stock,"المخزون المفرج عنه","Released Stock","/admin/inventory/released-stock [admin.inventory.released-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_damaged_stock,"المخزون التالف","Damaged Stock","/admin/inventory/damaged-stock [admin.inventory.damaged-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_scrap_stock,"مخزون الهالك","Scrap Stock","/admin/inventory/scrap-stock [admin.inventory.scrap-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_waste_stock,"مخزون الفاقد","Waste Stock","/admin/inventory/waste-stock [admin.inventory.waste-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory traceability",true,false,P1,"Derived read-only view over Inventory traceability; it must not own authoritative transaction rows."
inventory,inventory_packaging_issue,"صرف مواد التعبئة","Packaging Issue","/admin/inventory/packaging-issue [admin.inventory.packaging-issue.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Material Issue / Material Return",false,false,P0,"Responsibility is canonically owned by Material Issue / Material Return; a second resource would split traceability and permissions."
inventory,inventory_packaging_return,"مرتجع مواد التعبئة","Packaging Return","/admin/inventory/packaging-return [admin.inventory.packaging-return.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Material Issue / Material Return",false,false,P0,"Responsibility is canonically owned by Material Issue / Material Return; a second resource would split traceability and permissions."
inventory,inventory_finished_goods_receipt,"استلام الإنتاج التام","Finished Goods Receipt","/admin/inventory/finished-goods-receipt [admin.inventory.finished-goods-receipt.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Finished Goods Receipt",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
inventory,inventory_production_material_issue,"صرف خامات الإنتاج","Production Material Issue","/admin/inventory/production-material-issue [admin.inventory.production-material-issue.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Material Issue / Material Return",false,false,P0,"Responsibility is canonically owned by Material Issue / Material Return; a second resource would split traceability and permissions."
inventory,inventory_production_material_return,"مرتجع خامات الإنتاج","Production Material Return","/admin/inventory/production-material-return [admin.inventory.production-material-return.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Material Issue / Material Return",false,false,P0,"Responsibility is canonically owned by Material Issue / Material Return; a second resource would split traceability and permissions."
inventory,inventory_sales_delivery_issue,"صرف تسليم المبيعات","Sales Delivery Issue","/admin/inventory/sales-delivery-issue [admin.inventory.sales-delivery-issue.index]",UI_SHELL_ONLY_EMPTY_DATASET,WORKFLOW_ACTION,"Delivery / Purchase Return creates stock movement",false,false,P0,"This changes state or generates a downstream document from Delivery / Purchase Return creates stock movement; persist an audited transition/event, not a standalone CRUD resource."
inventory,inventory_purchase_return_issue,"صرف مردود المشتريات","Purchase Return Issue","/admin/inventory/purchase-return-issue [admin.inventory.purchase-return-issue.index]",UI_SHELL_ONLY_EMPTY_DATASET,WORKFLOW_ACTION,"Delivery / Purchase Return creates stock movement",false,false,P0,"This changes state or generates a downstream document from Delivery / Purchase Return creates stock movement; persist an audited transition/event, not a standalone CRUD resource."
inventory,inventory_inventory_transaction_viewer,"عارض حركات المخزون","Inventory Transaction Viewer","/admin/inventory/inventory-transaction-viewer [admin.inventory.inventory-transaction-viewer.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory ledger / stock position",true,false,P0,"Derived read-only view over Inventory ledger / stock position; it must not own authoritative transaction rows."
inventory,inventory_stock_balance_inquiry,"استعلام رصيد المخزون","Stock Balance Inquiry","/admin/inventory/stock-balance-inquiry [admin.inventory.stock-balance-inquiry.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory ledger / stock position",true,false,P0,"Derived read-only view over Inventory ledger / stock position; it must not own authoritative transaction rows."
inventory,inventory_stock_card_inquiry,"استعلام كارت الصنف","Stock Card Inquiry","/admin/inventory/stock-card-inquiry [admin.inventory.stock-card-inquiry.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory ledger / stock position",true,false,P0,"Derived read-only view over Inventory ledger / stock position; it must not own authoritative transaction rows."
inventory,inventory_negative_stock_review,"مراجعة المخزون السالب","Negative Stock Review","/admin/inventory/negative-stock-review [admin.inventory.negative-stock-review.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory ledger / stock position",true,false,P0,"Derived read-only view over Inventory ledger / stock position; it must not own authoritative transaction rows."
inventory,inventory_reorder_suggestions,"مقترحات إعادة الطلب","Reorder Suggestions","/admin/inventory/reorder-suggestions [admin.inventory.reorder-suggestions.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory planning analytics",true,false,P2,"Derived read-only view over Inventory planning analytics; it must not own authoritative transaction rows."
inventory,inventory_slow_moving_stock,"المخزون بطيء الحركة","Slow Moving Stock","/admin/inventory/slow-moving-stock [admin.inventory.slow-moving-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory planning analytics",true,false,P2,"Derived read-only view over Inventory planning analytics; it must not own authoritative transaction rows."
inventory,inventory_dead_stock,"المخزون الراكد","Dead Stock","/admin/inventory/dead-stock [admin.inventory.dead-stock.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory planning analytics",true,false,P2,"Derived read-only view over Inventory planning analytics; it must not own authoritative transaction rows."
inventory,inventory_stock_aging,"أعمار المخزون","Stock Aging","/admin/inventory/stock-aging [admin.inventory.stock-aging.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Inventory planning analytics",true,false,P2,"Derived read-only view over Inventory planning analytics; it must not own authoritative transaction rows."
production,production_production_settings,"إعدادات الإنتاج","Production Settings","/admin/production/production-settings [admin.production.production-settings.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Manufacturing Settings",false,false,P1,"Subordinate data for Manufacturing Settings; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
production,production_production_calendars,"تقويمات الإنتاج","Production Calendars","/admin/production/production-calendars [admin.production.production-calendars.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Production Calendar",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
production,production_production_shifts,"ورديات الإنتاج","Production Shifts","/admin/production/production-shifts [admin.production.production-shifts.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Shift Master shared with HR scheduling",true,true,P1,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
production,production_production_lines,"خطوط الإنتاج","Production Lines","/admin/production/production-lines [admin.production.production-lines.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Production Line / Work Center",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
production,production_production_departments,"إدارات الإنتاج","Production Departments","/admin/production/production-departments [admin.production.production-departments.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Organization / Production Work Center",false,false,P2,"Responsibility is canonically owned by Organization / Production Work Center; a second resource would split traceability and permissions."
production,production_production_work_centers,"مراكز عمل الإنتاج","Production Work Centers","/admin/production/production-work-centers [admin.production.production-work-centers.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Production Line / Work Center",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
production,production_machines,الماكينات,Machines,"/admin/production/machines [admin.production.machines.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Machine Master",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
production,production_molds,الاسطمبات,Molds,"/admin/production/molds [admin.production.molds.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Mold Master",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
production,production_tools,"العدد والأدوات",Tools,"/admin/production/tools [admin.production.tools.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Tool / Spare Part item or maintenance asset",false,false,P2,"Responsibility is canonically owned by Tool / Spare Part item or maintenance asset; a second resource would split traceability and permissions."
production,production_production_stages,"مراحل الإنتاج","Production Stages","/admin/production/production-stages [admin.production.production-stages.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Production Routing",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
production,production_production_routing,"مسارات الإنتاج","Production Routing","/admin/production/production-routing [admin.production.production-routing.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Production Routing",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
production,production_bom_versions,"إصدارات قوائم المكونات","BOM Versions","/admin/production/bom-versions [admin.production.bom-versions.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Versioned BOM / Formula",true,true,P0,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
production,production_bom_approval,"اعتماد قوائم المكونات","BOM Approval","/admin/production/bom-approval [admin.production.bom-approval.index]",UI_SHELL_ONLY_EMPTY_DATASET,WORKFLOW_ACTION,"BOM Version",false,false,P0,"This changes state or generates a downstream document from BOM Version; persist an audited transition/event, not a standalone CRUD resource."
production,production_master_production_schedule,"الجدول الرئيسي للإنتاج","Master Production Schedule","/admin/production/master-production-schedule [admin.production.master-production-schedule.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Advanced production planning",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
production,production_production_forecast,"توقعات الإنتاج","Production Forecast","/admin/production/production-forecast [admin.production.production-forecast.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Advanced production planning",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
production,production_production_plan,"خطة الإنتاج","Production Plan","/admin/production/production-plan [admin.production.production-plan.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Production Plan",true,true,P1,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
production,production_weekly_production_plan,"خطة الإنتاج الأسبوعية","Weekly Production Plan","/admin/production/weekly-production-plan [admin.production.weekly-production-plan.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Production Plan calendar views",false,false,P1,"Responsibility is canonically owned by Production Plan calendar views; a second resource would split traceability and permissions."
production,production_daily_production_plan,"خطة الإنتاج اليومية","Daily Production Plan","/admin/production/daily-production-plan [admin.production.daily-production-plan.index]",UI_SHELL_ONLY_EMPTY_DATASET,DUPLICATE,"Production Plan calendar views",false,false,P1,"Responsibility is canonically owned by Production Plan calendar views; a second resource would split traceability and permissions."
production,production_material_requirements_planning,"تخطيط احتياجات الخامات","Material Requirements Planning","/admin/production/material-requirements-planning [admin.production.material-requirements-planning.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Material Requirements Planning",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
production,production_capacity_requirements_planning,"تخطيط احتياجات الطاقة","Capacity Requirements Planning","/admin/production/capacity-requirements-planning [admin.production.capacity-requirements-planning.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Capacity / machine / mold planning workspace",true,true,P1,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
production,production_machine_loading_plan,"خطة تحميل الماكينات","Machine Loading Plan","/admin/production/machine-loading-plan [admin.production.machine-loading-plan.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Capacity / machine / mold planning workspace",true,true,P1,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
production,production_mold_loading_plan,"خطة تحميل الاسطمبات","Mold Loading Plan","/admin/production/mold-loading-plan [admin.production.mold-loading-plan.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Capacity / machine / mold planning workspace",true,true,P1,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
